F0;F1;Decision
-1.472804937754284;-1.1639166839908932;0
-1.6394406847425522;-1.093812037689001;0
0.5139188365335408;-1.3248795347768936;0
-2.310952327930477;-0.2025143461665896;0
1.1934159401039195;0.0246536663573479;0
-2.3191227990034293;-0.5723432389678079;0
-0.1623054186632676;-1.384616559087433;0
1.921376175807433;-0.442153101469233;0
-0.8582112018202539;-0.9544825265934982;0
-1.3236068801603358;-0.4992191281509786;0
-1.257874198262256;-0.3964754757937612;0
0.718739856843004;-1.5706870508022464;0
-1.2892273714180984;0.1969562813599128;0
-0.9586790688596724;1.1796229188425935;0
-1.5099230848111946;-1.0741978175308455;0
1.003518479260305;-1.905857027241708;0
-0.1341664684235662;-1.1594448779771298;0
0.6208750274686978;-0.5283985516003946;0
1.4687735725208662;0.1973861913739419;0
-2.774524675634705;-0.5224517793663082;0
-1.558589913743135;-1.7266681913496085;0
1.1934194418081412;0.0246642879418017;0
-2.4749126353481428;-0.189660397074192;0
-1.3283297370080276;-0.041515621145923;0
-2.559978352422416;-0.4360733437033713;0
1.4577824932230097;0.6199733958433342;0
1.253369066034958;-0.2564348046593808;0
-1.0009020274825962;1.071246242311715;0
-2.6031983409582136;-1.1507998809841316;0
0.8992888688251457;-1.8478415022357917;0
1.0390677122380236;-0.1195622355519193;0
0.3075811763909643;-0.706391728510101;0
-1.4540387364927796;-1.181431705613828;0
-1.332157823030439;1.5593102195328383;0
1.5991083643670216;0.2307151185322109;0
-0.8881498927297323;-0.7237598980825041;0
-0.8156849145252947;-0.7809647507028862;0
0.2415361925774863;-1.4457045236648511;0
-0.7205111803491249;-1.662319524498849;0
-2.2666403851288424;-0.2455683021707996;0
-1.5856149340745702;-1.2715885947219945;0
-2.5145766058582675;1.752298412627472;0
-1.1662925547632397;0.3496022221541472;0
-0.1066082200171235;-0.4552884831016126;0
-0.7549614642260132;-1.185866146043729;0
-2.6425965739257355;2.116420107934686;0
-0.9778791769184124;-0.1210703449231349;0
-2.6425965739257355;2.116420107934686;0
-1.208267193174524;-1.1789944612996108;0
0.1952899224585185;-0.6418512367939739;0
0.8056305420513994;-1.2047532685233984;0
-0.6560889297376733;-2.0364665808226303;0
-0.9911140929057928;-0.6629389374410226;0
-1.018138009980539;-0.6027668833904352;0
-1.20578060507641;-1.5078279078081278;0
0.2159897639313076;-1.8879999738668287;0
-0.7076394091609561;-1.0734227196319983;0
-1.0192871311124847;-2.023571480206429;0
1.279283308217739;-1.317319302809095;0
-2.268666294322352;2.114762910377679;0
0.5770638813404281;-0.8376138354353531;0
-0.2096106938685963;-0.1902751668562181;0
-2.726593656950992;-0.1757071974502172;0
0.4071011878884196;-0.6638872570537956;0
-0.4114644483861576;-2.2348476160880866;0
0.1013304089727254;-0.949505592786734;0
0.764448407300174;-1.5684474819003835;0
-1.9358998908349596;-0.1431462358951954;0
-1.2018332115562629;0.2847587971857321;0
-1.306117416925866;0.4359264712406046;0
0.6104258225914149;-1.443266589119694;0
0.3523608194770298;-1.920872231099361;0
-2.5154389104362096;-0.4511514758701821;0
1.0039006925212763;-1.6473307746844426;0
-2.781110333095062;-0.2109851393692742;0
-0.1557638707963448;-1.000616979340501;0
-1.6429823981843146;-0.7746276454981522;0
-0.2836556272600625;0.0095681897475959;0
-0.6060343525993214;-0.0125346453234844;0
0.3810301158780967;-0.7128688300128423;0
-1.6340178160903274;-0.788700140531377;0
-0.0780806969575496;-1.6962066469126256;0
-1.761984057142968;-1.287512419673573;0
-1.3270169554794584;0.1480547660940993;0
-0.6630097168704326;-1.4026168000548676;0
-0.1243335469173955;-1.5473513632646136;0
1.425256783115855;-0.0363715970641573;0
-0.4602130386806856;-0.4041767429564877;0
0.6357418204930266;-1.5602839137616853;0
0.3402213522211382;-1.55003959904372;0
-1.2801983686312084;-0.4257264875326921;0
-0.297995655611507;-1.4538744068163938;0
-1.6634906844823008;-1.050040941465345;0
1.916337787091256;-0.7951269778862287;0
0.206058642934571;-1.275817846199541;0
1.5104526690926996;0.937642842173162;0
0.1543008687377304;-1.3349248487141998;0
1.9759761358252828;-0.6301012786850426;0
-2.763794373726312;0.1472976290203913;0
-1.4125707334455062;2.2939727111761594;0
0.8534275249056045;-0.7729109907103169;0
0.8136790951506261;-1.9390524568052103;0
0.1765210137747862;-1.9903645590235637;0
1.0037619278512109;-1.024616766976451;0
0.1970400757361888;-1.6863601852037309;0
0.5125837010359123;-1.823720374175252;0
-2.485880509774372;0.4831355733805363;0
-1.005473614427287;0.7466137773013946;0
-2.3930970945996117;0.0058443762575391;0
-2.4098115521407037;0.1357243670743105;0
0.9187258595461982;-1.244357900340761;0
-0.4736165648344823;-0.6547193903326998;0
-2.004032405628783;-0.4167068194505738;0
-0.8807155481853033;-1.6497227668623873;0
-1.1141368240985825;-0.2939436751125828;0
-0.4076804287568938;-0.9518089090530448;0
-1.1112689869823829;-1.3905151261109356;0
-0.5863711506225101;-0.9680356471632168;0
0.6149539123473493;-1.5587348275841644;0
1.2087390140880263;-0.3365018753675088;0
-2.448802407822809;-0.0171849981361539;0
-2.700933067516791;-0.0115004913209195;0
-1.304603444085716;1.7670194868131968;0
1.376667141171593;0.0894511568186217;0
-1.545386454590104;1.6419898526967216;0
-0.8883200019138549;-1.1857279513802526;0
-1.5718141705344015;2.3394527408822885;0
0.5460025828269195;-1.212940945343643;0
0.0844101865878804;-2.1166274793338684;0
0.3447224327267644;-1.5662308506247968;0
0.9269788378651136;-0.9957480915701804;0
-1.8156152989790333;-1.245982315098716;0
-0.4139116931548273;-0.9529528222747888;0
-0.1567246299320875;-0.184802511703689;0
-1.5359792491125646;1.6906506026413672;0
-2.592012464310355;-0.2130789176836689;0
-2.671513392004208;-0.663616104363863;0
-1.6296169155117848;-1.3581466570158391;0
-2.721085126175777;-0.4640938407831103;0
-2.5145766058582675;1.752298412627472;0
0.8632225849402919;-1.070722098936283;0
0.5683299314327871;-0.3253105411347282;0
-0.546967347629563;-1.6253482518939069;0
0.9298148519841248;-1.5119059489898383;0
-2.5093439040366152;-0.1052376614543832;0
0.8368079922266421;-0.069618757844072;0
0.3227567133949718;-1.8055445040716984;0
1.1157885388040698;-0.9847775128058308;0
0.0630282674719818;-1.4343046195328055;0
-1.2375612075561389;-0.2070314879001115;0
-1.6633295167317936;-1.053508199110612;0
-1.1142010100235864;1.3595690133495189;0
0.0591519758394893;-2.0152301060133784;0
-2.791753599165351;0.2574397593719706;0
-1.213231090210441;-0.0728067325691416;0
0.892709687112702;-0.7435605689845894;0
1.443720294229046;-0.8478272507153016;0
0.7504870347234525;-1.2959707448474431;0
0.9675103055861232;-0.635785127279429;0
0.0544728690421824;-0.6570773490122831;0
-0.6371337896091815;-1.9304941513760072;0
-1.6691133302332255;-0.9338147216007652;0
-1.2709484022858837;0.8662657287973428;0
-2.062427684301207;0.0265353201552558;0
-0.0242443210581173;-2.0921051872677623;0
0.6684657374239564;-1.427209248427104;0
-1.244241214205036;-0.0200553358947669;0
-1.3623555755587984;0.2254260098185123;0
-1.55978429428872;1.9383616434769;0
-1.1055421566533703;0.4048966843051725;0
0.2957042454459411;-0.2492361429466747;0
0.7014009246651085;-1.6412524755939013;0
1.7366372500571507;0.1742589107619748;0
-1.557529039456317;1.8629612745841324;0
0.2624497552824979;-0.8152327216186994;0
0.8371596299200306;-1.1356246753978545;0
-2.357776011934229;1.3461999855921558;0
-0.9569341406632856;-1.2237576712710694;0
1.7271621537201878;-0.1021964095561724;0
-1.964885484299692;-0.1166428706011263;0
-0.1959735008870231;-0.6696188682342776;0
1.5904112373204284;0.000276960456768;0
-1.153543227577518;1.3232172003832448;0
-1.097835286313744;-0.7967145258714157;0
-1.351681490676705;1.850201239437517;0
-1.3377425572884531;1.492406167043479;0
0.9847902333997638;-1.0343858616203545;0
-0.5787359515067245;-0.7599409474742347;0
0.7267293015055016;-1.5369054093617651;0
1.4192474500211398;-0.6692478181442008;0
1.2087390140880263;-0.3365018753675088;0
-2.629337924693945;-0.0297320294172023;0
0.8576665320418456;-0.7300468611495912;0
-0.2372626531121627;-1.7874876624995006;0
-2.1893407279337858;2.737462359422828;0
-1.005473614427287;0.7466137773013946;0
-1.315565392613172;-1.1580191101067574;0
-0.901208380566456;-0.150869636122319;0
0.7217515305070374;-1.656339742654466;0
-1.340909199964099;-1.8337927689539864;0
-1.0287681389019383;1.4555019391839128;0
0.8685793965645439;-1.3601359021849095;0
-2.6425974493517908;2.1164174525385726;0
-2.5650896610482303;-0.1661991227932198;0
-0.7037263398880758;-0.1650389753257184;0
-0.1400754187483953;-2.049233615326635;0
-1.2768326362131126;-1.6191071596920243;0
-1.7268586641435837;-0.6296380934004435;0
-1.1545250204848134;-0.2638778079947549;0
0.8039620434821708;-0.4811936681121952;0
-2.5681256177859573;-0.226289976515829;0
-2.684865355565486;0.1970981246307935;0
-1.604170730443134;-0.6743168821693395;0
0.7590612936771188;-0.4645237822710013;0
0.0818904247054372;-1.618205761942741;0
-0.5021337219782798;-2.3920435446196286;0
-0.1925345332717896;-0.5903933872159994;0
0.7698872671888455;-0.328661027096858;0
-1.0507544311084411;0.9383492401458392;0
-2.2492351687517704;1.791868665397025;0
-1.1403518618307182;1.5593051037012753;0
-0.7101872333338202;-0.9949839572868412;0
0.848289854479443;-0.2084332328876183;0
-2.721043186444565;-0.3450252223743744;0
0.2277628845199067;0.0426179366915254;0
0.5674967813896092;-0.7279120324923452;0
0.2957042454459411;-0.2492361429466747;0
-1.8129190901268264;2.087402310654257;0
0.5437742555861804;-0.9858415171208952;0
-0.0121165624391214;-2.340151448312013;0
1.4189733838905676;-0.0031344474016045;0
-1.4060008411717382;2.169248629514069;0
0.6987010972206082;-0.6595294744164661;0
1.4176738121624344;-0.2894600328705121;0
-0.1124149671526461;-1.1483583567425046;0
0.1647934373788881;-0.7351662908619039;0
-1.2847526009916668;1.8045052179795085;0
0.7456953674188334;-1.6043632915646624;0
0.3045531377821173;-1.836092187895861;0
-1.9885628861889435;-0.0685242330505772;0
-0.875255547878019;-1.229152989876996;0
1.4410830355941049;0.102469214117107;0
-0.1284763431256639;-0.5571219449566329;0
-0.8564895938687096;-1.0506846551125455;0
-1.6972234196308298;-0.5516573079059702;0
0.6202677595331354;-1.5873592449437153;0
0.9782320981389228;-0.9471838132924508;0
0.8856779058159928;-0.5930181450651357;0
0.1853893646956467;-0.2451819197809782;0
-1.3654159929115015;0.0622364563816059;0
0.8094184741836823;-1.4516163990252584;0
-1.941894070082456;0.8920219240948222;0
-1.259795189421207;0.1491590999028135;0
-0.5235414361861284;-2.090084137107362;0
-2.775812156789965;0.1008832809938118;0
1.1584834961661092;-1.8006991428128372;0
0.6762648458012668;-1.146714073826483;0
-0.3406234663592417;-1.0841348488043343;0
0.1815625706265145;-1.5703463709514465;0
0.1218649017283755;-1.128595726117591;0
-1.260481392191124;-1.0250172082743478;0
-0.085914249285117;-1.3455949832511314;0
-1.3162205699430152;-0.0155477605765966;0
-1.6344650522056343;-1.340125289112868;0
-0.9494484917449584;-0.6676212522017775;0
-0.1700244333779914;-0.670654020356843;0
-1.0690920674947249;0.2700175484586639;0
-2.5561346502518187;-0.0479362993326363;0
1.2087390140880263;-0.3365018753675088;0
-0.1448336600361572;-2.099714981081637;0
-2.6826940579923675;0.0904757860252976;0
-2.459860014393433;-0.7747352514988602;0
0.3949900267853753;-1.7529072298427484;0
-0.6787061074093244;-1.1195231104562795;0
0.0252861121548659;-2.053616064831458;0
-1.056668730294822;-1.129325514973068;0
0.0949345657206757;-1.5283811370483105;0
1.5176167177283402;0.1551558594687203;0
-1.406734432560781;0.0051298722438484;0
-1.3412843127016658;0.1688529497477488;0
1.5719824211044462;-0.3718255624212766;0
0.6415001615976808;-1.4907121201983329;0
0.9167208942263572;-0.8830597099033066;0
1.6205465168078113;-0.3267876153389457;0
-2.2492351687517704;1.791868665397025;0
1.8082113347271451;-0.2761098632356245;0
1.46208813447381;0.1072867832803289;0
-1.9114521391747985;0.7113108996182462;0
0.6597599643635932;-0.4665473481124473;0
-0.943891934694848;-0.6770507522250053;0
-0.325038754843335;-0.8185762235277445;0
-2.2816585919953405;2.739316611327157;0
-1.1395600571544229;-1.384581016168113;0
