F0;F1;F2;F3;Decision
-1.2788487889209703;-1.2731333299904346;0.0162129047966806;0.6621019286350328;0
-1.0205534653514523;-0.2011618919185198;0.6704782963416266;1.605779261872855;0
0.1882885907561986;0.4321141739756184;-0.9797661607026852;-0.519231555037658;0
-1.0154657046342856;-1.4698810528257136;-0.0188324770151543;0.938385999902678;0
-0.8226261750142199;2.12365118421231;0.4079530619787102;-0.3809216942527434;0
-0.4518774165968419;0.7815908076777925;-0.0636151399960675;0.4026842110239399;0
-2.8827219032086493;2.2853469670959643;2.354083836775554;-0.4713540000323029;0
-1.4583597970518003;1.0074123922416005;-0.0472707698130774;-1.115323387677138;0
-0.6702427510649147;-0.0602512433920313;0.0836934417463272;0.9234305083317704;0
0.3050849946052104;0.2988976475221702;-0.9508144793298956;-0.5472846370780227;0
-0.4691081234416082;-1.1066442878411955;-0.7947435043559221;-0.5721265101770597;0
-1.5231263212576007;0.5935631049080796;0.0926035572677095;-0.6229041236227912;0
0.0983573862003089;-1.7704546978651337;-0.5186004818650372;-0.1373909054218869;0
-0.3651454143145185;-0.0225373955568845;-0.4096019958081075;-0.079559340555662;0
-0.3407879835095754;-1.5466665351081286;-0.4437133921264379;0.2222856424116906;0
-0.9071902560899556;-0.3895423526116202;-0.035513185429226;0.5784457715080652;0
-1.4759740189699282;0.893368640154037;0.6704914450222395;0.1825885820340553;0
-0.2828664629610345;-0.261425907120163;-0.1223566981110476;0.8504535552763086;0
-0.0911583955800698;-1.7811067929336275;-0.39081114866384;0.1518437608223118;0
2.547982561118872;-0.720115881128762;-0.3950094462711779;-0.4393265699729549;1
0.0064272249573635;-0.4289929705707102;-0.2433160635452885;0.9495616109665722;0
-0.0493800311840614;0.2273436300417789;-0.8659013887019679;-0.4223970550717637;0
-0.6159532393377974;1.26268995688984;-0.108261212436496;-0.2469949378406846;0
-0.1475106728236676;-1.2591867820836566;-0.3745022071281169;0.8903470055444169;0
-0.7569275527167363;-0.4025513225083291;0.3215399729055254;1.2747785633957374;0
